green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time,相位与方向的对应关系,阶段方向描述,阶段时间
经十路（洪山路-舜华路）,经十路-洪山路,2026-04-01 08:31:30,592985,55,13NE30B5UL0,220.0,3.0,110.0,"{""Cycle2"":""5 6 9_7 8_""，""Cycle3"":""11 13_12_""，""Cycle1"":""1 10_3 4_""}","[{""minGTime"":""14 2 14 4 14 2 14 3 7 7 14 14 14 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 0 0 0""，""greenTime"":""137 0 50 4 127 10 50 4 20 20 72 54 85 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 3 3 3 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""5424 5424 2240 2240 5635 5635 2060 2060 5635 5424 819 204 819 0 0 0""，""channelDim"":""6497890 38 2518317 38 3106 101 65 0 25956 9510 77 0 0 0 0 0""，""direction"":""4666151 51 51 51 35 151 21 0 38791 37683 0 0 0 0 0 0""}]","[{""modifierPhases"":""496 0 496 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""527 1024 1 288 512 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""38 77 99 101 37 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 08:31:30,"{""1"": ""东直左西右西直"", ""2"": ""东直左"", ""3"": ""东直左东行人西行人"", ""4"": ""东直左"", ""5"": ""东直北出行"", ""6"": ""西左掉"", ""7"": ""南左"", ""9"": ""西左掉西掉"", ""10"": ""东左掉东直左"", ""11"": ""南行人""}","[[""东直左"", ""西右"", ""西直"", ""东直"", ""北出行"", ""南行人""], [""东直左"", ""西右"", ""西直"", ""东直"", ""北出行""], [""东直左"", ""西右"", ""西直"", ""西左掉""], [""东左掉"", ""东直左"", ""西左掉"", ""西掉""], [""东直左"", ""南左"", ""东行人"", ""西行人""], [""东直左""]]","[75, 55, 10, 23, 53, 4]"
龙鼎大道（龙奥南路-龙腾路）,龙奥南路-龙鼎大道,2026-04-01 08:31:30,869048,55,13NM30B5SV0,150.0,4.0,18.0,"{""Cycle2"":""2 4_8 6_""，""Cycle3"":""9 10_12_""，""Cycle4"":""16_15_""，""Cycle1"":""1 13_5_""}","[{""minGTime"":""18 18 7 7 20 10 5 3 14 1 5 14 7 14 14 14""，""maxGTime"":""40 40 60 60 40 40 60 60 60 60 60 60 60 60 60 60""，""greenTime"":""42 42 0 12 79 66 0 12 45 15 0 84 11 0 84 55""，""yellowTime"":""4 4 0 3 4 4 0 0 3 0 0 3 4 0 3 0""，""redTime"":""2 2 0 0 4 5 0 0 0 0 0 0 0 0 0 8""，""concurrent"":""41738 37637 41738 37637 19616 19536 19616 19536 45071 45071 16624 16624 41738 37637 3312 13071""，""channelDim"":""3362 98 0 45 27906 11586 0 45 9027 9037 77 67 97 33 0 99""，""direction"":""35 39 0 0 33 37 0 0 17221 67 0 69 23 19 0 71""}]","[{""modifierPhases"":""0 0 0 0 768 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""168 1536 2304 0 768 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""45 77 67 0 35 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 08:31:30,"{""1"": ""东直北行人"", ""2"": ""西直"", ""4"": ""东行人"", ""5"": ""北直西行人"", ""6"": ""南直东行人"", ""8"": ""东行人"", ""9"": ""东右南右"", ""10"": ""东右南行人"", ""11"": ""南行人"", ""12"": ""南右"", ""13"": ""西左"", ""14"": ""东左"", ""16"": ""西右""}","[[""东直"", ""西直"", ""东右"", ""南右"", ""西右"", ""北行人""], [""西左"", ""东右"", ""西右"", ""东行人"", ""南行人""], [""北直"", ""南右"", ""西行人"", ""东行人""], [""北直"", ""南直"", ""南右"", ""西行人"", ""东行人""]]","[48, 15, 12, 75]"
经十路（舜耕路-山大路）,经十路-山大路,2026-04-01 08:41:30,694313,58,13N200B5SH0,220.0,3.0,26.0,"{""Cycle2"":""5 6_7 8_""，""Cycle3"":""9 10 16_11 15 13_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 21 7 14 25 4 21 3 5 3 3 7 5 7 14""，""maxGTime"":""60 45 40 60 60 45 60 40 60 60 60 60 60 60 60 60""，""greenTime"":""27 117 27 23 19 126 19 35 6 29 16 0 20 0 20 113""，""yellowTime"":""3 3 3 3 3 3 0 3 0 3 0 0 3 0 3 3""，""redTime"":""5 3 6 0 4 3 0 5 4 0 0 0 0 0 0 0""，""concurrent"":""33584 33584 31936 31936 33539 33539 31756 31756 51 51 204 204 204 204 204 51""，""channelDim"":""33 5049698 70 0 97 34 0 6 99 35 11629 6499693 99 11629 2305389 0""，""direction"":""19 39 53 0 23 35 0 49 71 67 0 71 71 0 67 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""27648 6400 16896 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""27949 99 35 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 08:41:30,"{""1"": ""东左"", ""2"": ""西直北行人南行人"", ""3"": ""南直左"", ""5"": ""西左"", ""6"": ""东直"", ""8"": ""北直左"", ""9"": ""西右"", ""10"": ""东右"", ""11"": ""东行人西行人"", ""12"": ""西右东行人西行人"", ""13"": ""西右"", ""14"": ""东行人西行人"", ""15"": ""东右东行人西行人""}","[[""东左"", ""西左"", ""西右""], [""东左"", ""西左"", ""东右""], [""东左"", ""东直"", ""东右""], [""西直"", ""东直"", ""东右"", ""北行人"", ""南行人""], [""西直"", ""东直"", ""北行人"", ""南行人""], [""南直左"", ""东行人"", ""西行人""], [""南直左"", ""东右"", ""东行人"", ""西行人""], [""南直左"", ""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""西右""]]","[10, 16, 9, 7, 116, 16, 3, 17, 3, 23]"
旅游路（东山路-环山路）,旅游路-东山路,2026-04-01 09:01:30,433412,85,13MQV0B5KE0,140.0,2.0,89.0,"{""Cycle2"":""2 7_4_""，""Cycle1"":""1_3_""}","[{""minGTime"":""40 40 20 20 0 0 14 0 0 0 0 0 0 0 0 0""，""maxGTime"":""100 100 30 30 0 0 30 0 0 0 0 0 0 0 0 0""，""greenTime"":""109 84 25 25 0 0 22 0 0 0 0 0 0 0 0 0""，""yellowTime"":""3 3 3 3 0 0 3 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""66 1 8 4 0 0 1 0 0 0 0 0 0 0 0 0""，""channelDim"":""2 11586 77 3362 0 0 1 0 0 0 0 0 0 0 0 0""，""direction"":""33 37 0 35 0 0 17 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:30,"{""1"": ""北直"", ""2"": ""南直东行人"", ""3"": ""南行人"", ""4"": ""东直北行人"", ""7"": ""北左""}","[[""北直"", ""南直"", ""东行人""], [""北直"", ""北左""], [""东直"", ""南行人"", ""北行人""]]","[87, 25, 28]"
经十路（洪山路-舜华路）,经十路-洪山路,2026-04-01 09:01:30,592985,10,13NE30B5UL0,200.0,2.0,35.0,"{""Cycle2"":""5 6 9_7 8_""，""Cycle1"":""1 11 10_3_""}","[{""minGTime"":""14 1 14 1 14 1 14 3 14 7 1 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 0 0 0 0 0""，""greenTime"":""103 0 49 0 103 1 49 3 35 35 1 0 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0""，""redTime"":""0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""304 304 192 192 1539 1539 12 12 1539 304 304 0 0 0 0 0""，""channelDim"":""1663454562 25382 1663462701 25382 3106 101 65 0 25956 2450214 25382 0 0 0 0 0""，""direction"":""4666151 18227 18227 18227 35 151 21 0 38791 9652019 18227 0 0 0 0 0""}]","[{""modifierPhases"":""496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1551 1551 0 288 512 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""38 99 0 101 37 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:31,"{""1"": ""东直左西右西直南行人"", ""2"": ""东直左西右"", ""3"": ""东直左西右东行人西行人"", ""4"": ""东直左西右"", ""5"": ""东直北出行"", ""6"": ""西左掉"", ""7"": ""南左"", ""9"": ""西左掉西掉"", ""10"": ""东左掉东直左西右"", ""11"": ""东直左西右""}","[[""东直左"", ""西右"", ""西直"", ""东直"", ""南行人"", ""北出行""], [""东直左"", ""西右"", ""西左掉""], [""东左掉"", ""东直左"", ""西右"", ""西左掉"", ""西掉""], [""东直左"", ""西右"", ""南左"", ""东行人"", ""西行人""], [""东直左"", ""西右"", ""东行人"", ""西行人""]]","[106, 1, 38, 52, 3]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙翔路,2026-04-01 09:01:30,677903,19,13NM30B5P80,120.0,2.0,78.0,"{""Cycle2"":""6_3_""，""Cycle1"":""5_4_""}","[{""minGTime"":""15 14 30 30 14 14 14 14 15 0 0 0 0 0 0 0""，""maxGTime"":""20 60 40 40 40 40 60 60 20 0 0 0 0 0 0 0""，""greenTime"":""0 0 81 81 31 31 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""262 9 9 262 160 80 160 80 9 0 0 0 0 0 0 0""，""channelDim"":""1 0 27906 11586 0 871713 0 0 0 0 0 0 0 0 0 0""，""direction"":""17 0 33 37 0 19 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""19725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:30,"{""1"": ""北左"", ""3"": ""北直西行人"", ""4"": ""南直东行人"", ""6"": ""东左北行人南行人""}","[[""东左"", ""北行人"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[35, 85]"
舜耕路（经十一路-千佛山南路）,舜耕路-经十一路,2026-04-01 09:01:30,847775,67,13MO90B5RM0,140.0,3.0,59.0,"{""Cycle2"":""5_7_""，""Cycle3"":""10 12_11_""，""Cycle1"":""2 1 4_3_""}","[{""minGTime"":""7 7 7 7 7 7 7 7 7 7 7 7 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0""，""greenTime"":""54 20 27 24 107 0 27 0 0 50 27 54 0 0 0 0""，""yellowTime"":""3 3 3 3 3 0 3 0 0 3 3 3 0 0 0 0""，""redTime"":""3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""2992 2992 1088 2992 2827 2827 1028 2827 187 187 68 187 0 0 0 0""，""channelDim"":""11592 0 19817 0 8 0 13 0 0 0 35 35 0 0 0 0""，""direction"":""101 0 119 0 97 0 0 0 0 0 67 67 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""3072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:30,"{""1"": ""南直右东行人"", ""3"": ""西直左右南行人"", ""5"": ""北直右"", ""7"": ""北行人"", ""11"": ""东右"", ""12"": ""东右""}","[[""北直右""], [""南直右"", ""北直右"", ""东行人""], [""南直右"", ""北直右"", ""东右"", ""东行人""], [""北直右"", ""东右""], [""西直左右"", ""东右"", ""南行人"", ""北行人""]]","[23, 30, 30, 27, 30]"
龙鼎大道（龙奥南路-龙腾路）,龙奥南路-龙鼎大道,2026-04-01 09:01:30,869048,52,13NM30B5SV0,80.0,3.0,73.0,"{""Cycle2"":""2_4 5_""，""Cycle3"":""7_6_""，""Cycle1"":""1_3_""}","[{""minGTime"":""14 14 14 3 14 14 14 0 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 0 0 0 0 0 0 0 0 0""，""greenTime"":""31 31 38 5 33 41 29 0 0 0 0 0 0 0 0 0""，""yellowTime"":""4 4 4 0 4 4 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 3 0 3 0 6 0 0 0 0 0 0 0 0 0""，""concurrent"":""66 65 56 36 36 28 3 0 0 0 0 0 0 0 0 0""，""channelDim"":""3362 98 7154946 0 66 592266063 2313571 0 0 0 0 0 0 0 0 0""，""direction"":""35 39 33 0 37 4408773 17223 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 96 0 96 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 77 0 35 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:30,"{""1"": ""东直北行人"", ""2"": ""西直"", ""3"": ""北直东行人西行人"", ""5"": ""南直"", ""6"": ""东右南右南右掉南行人"", ""7"": ""东右西右南行人""}","[[""东直"", ""西直"", ""东右"", ""西右"", ""北行人"", ""南行人""], [""北直"", ""东右"", ""南右"", ""南右掉"", ""东行人"", ""西行人"", ""南行人""], [""北直"", ""南直"", ""东右"", ""南右"", ""南右掉"", ""东行人"", ""西行人"", ""南行人""]]","[35, 5, 40]"
经十路（舜耕路-山大路）,经十路-山大路,2026-04-01 09:01:31,694313,10,13N200B5SH0,200.0,3.0,94.0,"{""Cycle2"":""5 6_7 8_""，""Cycle3"":""9 10 14_11 15 16 13_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 21 7 14 25 4 21 6 14 5 3 4 14 3 3""，""maxGTime"":""60 45 40 60 60 45 60 40 60 60 60 60 60 60 60 60""，""greenTime"":""30 94 23 34 27 97 19 36 12 36 16 0 18 83 23 3""，""yellowTime"":""3 3 3 3 3 3 0 3 0 3 0 0 0 3 3 0""，""redTime"":""4 3 0 0 4 3 0 5 0 0 0 0 0 0 0 0""，""concurrent"":""9008 9008 56512 56512 8963 8963 56332 56332 51 51 204 204 204 51 204 204""，""channelDim"":""33 19810 70 0 97 3362 0 6 99 35 11629 11629 99 0 2305389 6499693""，""direction"":""19 39 53 0 23 35 0 49 71 67 0 0 71 0 67 71""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""52224 37120 16896 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""27949 99 35 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:01:31,"{""1"": ""东左"", ""2"": ""西直南行人"", ""3"": ""南直左"", ""5"": ""西左"", ""6"": ""东直北行人"", ""8"": ""北直左"", ""9"": ""西右"", ""10"": ""东右"", ""11"": ""东行人西行人"", ""12"": ""东行人西行人"", ""13"": ""西右"", ""15"": ""东右东行人西行人"", ""16"": ""西右东行人西行人""}","[[""东左"", ""西左"", ""西右""], [""东左"", ""西左"", ""东右""], [""东左"", ""东直"", ""东右"", ""北行人""], [""西直"", ""东直"", ""东右"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""南直左"", ""东行人"", ""西行人""], [""南直左"", ""东右"", ""东行人"", ""西行人""], [""南直左"", ""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""西右"", ""东行人"", ""西行人""], [""北直左"", ""西右""]]","[12, 22, 3, 14, 86, 16, 3, 7, 16, 3, 18]"
龙鼎大道（龙奥南路-龙腾路）,龙奥南路-龙鼎大道,2026-04-01 09:31:30,869048,28,13NM30B5SV0,80.0,3.0,73.0,"{""Cycle2"":""2_4 5_""，""Cycle3"":""7_6_""，""Cycle1"":""1_3_""}","[{""minGTime"":""14 14 14 3 14 14 14 0 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 0 0 0 0 0 0 0 0 0""，""greenTime"":""36 36 33 7 26 36 34 0 0 0 0 0 0 0 0 0""，""yellowTime"":""4 4 4 0 4 4 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 3 0 3 0 6 0 0 0 0 0 0 0 0 0""，""concurrent"":""66 65 56 36 36 28 3 0 0 0 0 0 0 0 0 0""，""channelDim"":""3362 98 7154946 0 66 592266063 2313571 0 0 0 0 0 0 0 0 0""，""direction"":""35 39 33 0 37 4408773 17223 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 96 0 96 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 77 0 35 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 09:31:30,"{""1"": ""东直北行人"", ""2"": ""西直"", ""3"": ""北直东行人西行人"", ""5"": ""南直"", ""6"": ""东右南右南右掉南行人"", ""7"": ""东右西右南行人""}","[[""东直"", ""西直"", ""东右"", ""西右"", ""北行人"", ""南行人""], [""北直"", ""东右"", ""南右"", ""南右掉"", ""东行人"", ""西行人"", ""南行人""], [""北直"", ""南直"", ""东右"", ""南右"", ""南右掉"", ""东行人"", ""西行人"", ""南行人""]]","[40, 7, 33]"
经十路（洪山路-舜华路）,经十路-洪山路,2026-04-01 11:01:31,592985,13,13NE30B5UL0,200.0,2.0,35.0,"{""Cycle2"":""5 6 9_7 8_""，""Cycle1"":""1 11 10_3_""}","[{""minGTime"":""14 1 14 1 14 1 14 3 14 7 1 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 0 0 0 0 0""，""greenTime"":""103 0 49 0 103 1 49 3 35 35 1 0 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0""，""redTime"":""0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""304 304 192 192 1539 1539 12 12 1539 304 304 0 0 0 0 0""，""channelDim"":""1663454562 25382 1663462701 25382 3106 101 65 0 25956 2450214 25382 0 0 0 0 0""，""direction"":""4666151 18227 18227 18227 35 151 21 0 38791 9652019 18227 0 0 0 0 0""}]","[{""modifierPhases"":""496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1551 1551 0 288 512 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""38 99 0 101 37 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 11:01:31,"{""1"": ""东直左西右西直南行人"", ""2"": ""东直左西右"", ""3"": ""东直左西右东行人西行人"", ""4"": ""东直左西右"", ""5"": ""东直北出行"", ""6"": ""西左掉"", ""7"": ""南左"", ""9"": ""西左掉西掉"", ""10"": ""东左掉东直左西右"", ""11"": ""东直左西右""}","[[""东直左"", ""西右"", ""西直"", ""东直"", ""南行人"", ""北出行""], [""东直左"", ""西右"", ""西左掉""], [""东左掉"", ""东直左"", ""西右"", ""西左掉"", ""西掉""], [""东直左"", ""西右"", ""南左"", ""东行人"", ""西行人""], [""东直左"", ""西右"", ""东行人"", ""西行人""]]","[106, 1, 38, 52, 3]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙翔路,2026-04-01 11:21:30,677903,22,13NM30B5P80,120.0,2.0,78.0,"{""Cycle2"":""6_3_""，""Cycle1"":""5_4_""}","[{""minGTime"":""15 14 30 30 14 14 14 14 15 0 0 0 0 0 0 0""，""maxGTime"":""20 60 40 40 40 40 60 60 20 0 0 0 0 0 0 0""，""greenTime"":""0 0 81 81 31 31 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""262 9 9 262 160 80 160 80 9 0 0 0 0 0 0 0""，""channelDim"":""1 0 27906 11586 0 871713 0 0 0 0 0 0 0 0 0 0""，""direction"":""17 0 33 37 0 19 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""19725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 11:21:30,"{""1"": ""北左"", ""3"": ""北直西行人"", ""4"": ""南直东行人"", ""6"": ""东左北行人南行人""}","[[""东左"", ""北行人"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[35, 85]"
经十路（舜耕路-山大路）,经十路-山大路,2026-04-01 11:31:30,694313,13,13N200B5SH0,200.0,3.0,94.0,"{""Cycle2"":""5 6_7 8_""，""Cycle3"":""9 10 14_11 15 16 13_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 21 7 14 25 4 21 6 14 5 3 4 14 3 3""，""maxGTime"":""60 45 40 60 60 45 60 40 60 60 60 60 60 60 60 60""，""greenTime"":""28 95 23 35 26 97 19 37 14 33 16 0 19 83 23 3""，""yellowTime"":""3 3 3 3 3 3 0 3 0 3 0 0 0 3 3 0""，""redTime"":""4 3 0 0 4 3 0 5 0 0 0 0 0 0 0 0""，""concurrent"":""9008 9008 56512 56512 8963 8963 56332 56332 51 51 204 204 204 51 204 204""，""channelDim"":""33 19810 70 0 97 3362 0 6 99 35 11629 11629 99 0 2305389 6499693""，""direction"":""19 39 53 0 23 35 0 49 71 67 0 0 71 0 67 71""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""52224 37120 16896 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""27949 99 35 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 11:31:30,"{""1"": ""东左"", ""2"": ""西直南行人"", ""3"": ""南直左"", ""5"": ""西左"", ""6"": ""东直北行人"", ""8"": ""北直左"", ""9"": ""西右"", ""10"": ""东右"", ""11"": ""东行人西行人"", ""12"": ""东行人西行人"", ""13"": ""西右"", ""15"": ""东右东行人西行人"", ""16"": ""西右东行人西行人""}","[[""东左"", ""西左"", ""西右""], [""东左"", ""西左"", ""东右""], [""东左"", ""东直"", ""东右"", ""北行人""], [""西直"", ""东直"", ""东右"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""南直左"", ""东行人"", ""西行人""], [""南直左"", ""东右"", ""东行人"", ""西行人""], [""南直左"", ""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""东右"", ""东行人"", ""西行人""], [""北直左"", ""西右"", ""东行人"", ""西行人""], [""北直左"", ""西右""]]","[14, 19, 2, 15, 86, 16, 3, 7, 16, 3, 19]"
经十路（洪山路-舜华路）,经十路-洪山路,2026-04-01 13:31:30,592985,16,13NE30B5UL0,200.0,2.0,35.0,"{""Cycle2"":""5 6 9_7 8_""，""Cycle1"":""1 11 10_3_""}","[{""minGTime"":""14 1 14 1 14 1 14 3 14 7 1 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 0 0 0 0 0""，""greenTime"":""103 0 49 0 103 1 49 3 35 35 1 0 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0""，""redTime"":""0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""304 304 192 192 1539 1539 12 12 1539 304 304 0 0 0 0 0""，""channelDim"":""1663454562 25382 1663462701 25382 3106 101 65 0 25956 2450214 25382 0 0 0 0 0""，""direction"":""4666151 18227 18227 18227 35 151 21 0 38791 9652019 18227 0 0 0 0 0""}]","[{""modifierPhases"":""496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1551 1551 0 288 512 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""38 99 0 101 37 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 13:31:30,"{""1"": ""东直左西右西直南行人"", ""2"": ""东直左西右"", ""3"": ""东直左西右东行人西行人"", ""4"": ""东直左西右"", ""5"": ""东直北出行"", ""6"": ""西左掉"", ""7"": ""南左"", ""9"": ""西左掉西掉"", ""10"": ""东左掉东直左西右"", ""11"": ""东直左西右""}","[[""东直左"", ""西右"", ""西直"", ""东直"", ""南行人"", ""北出行""], [""东直左"", ""西右"", ""西左掉""], [""东左掉"", ""东直左"", ""西右"", ""西左掉"", ""西掉""], [""东直左"", ""西右"", ""南左"", ""东行人"", ""西行人""], [""东直左"", ""西右"", ""东行人"", ""西行人""]]","[106, 1, 38, 52, 3]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙翔路,2026-04-01 14:01:30,677903,25,13NM30B5P80,120.0,2.0,78.0,"{""Cycle2"":""6_3_""，""Cycle1"":""5_4_""}","[{""minGTime"":""15 14 30 30 14 14 14 14 15 0 0 0 0 0 0 0""，""maxGTime"":""20 60 40 40 40 40 60 60 20 0 0 0 0 0 0 0""，""greenTime"":""0 0 81 81 31 31 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""262 9 9 262 160 80 160 80 9 0 0 0 0 0 0 0""，""channelDim"":""1 0 27906 11586 0 871713 0 0 0 0 0 0 0 0 0 0""，""direction"":""17 0 33 37 0 19 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""19725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 14:01:30,"{""1"": ""北左"", ""3"": ""北直西行人"", ""4"": ""南直东行人"", ""6"": ""东左北行人南行人""}","[[""东左"", ""北行人"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[35, 85]"
